,S
2007-08-08,0.777210125184409
2007-08-09,0.7839911643679168
2007-08-10,0.81468560009552
2007-08-13,0.8706550451869225
2007-08-14,0.8666217821064689
2007-08-15,0.8577434285451833
2007-08-16,0.8916836528440404
2007-08-17,0.913349985913523
2007-08-20,1.0940915134806686
2007-08-21,1.1180749971458765
2007-08-22,1.109985347450548
2007-08-23,1.0915589864604855
2007-08-24,1.1260899904302255
2007-08-27,1.1164777604617708
2007-08-28,1.1313996332098504
2007-08-29,1.1263479999813106
2007-08-30,1.1472573329646867
2007-08-31,1.140712481200634
2007-09-03,1.1647741788158437
2007-09-04,1.167572037949899
2007-09-05,1.160399585149393
2007-09-06,1.1563666197338476
2007-09-07,1.154252144465105
2007-09-10,1.1483462810172758
2007-09-11,1.1543397547404912
2007-09-12,1.1521795900690615
2007-09-13,1.1489053324358796
2007-09-14,1.1422659929554382
2007-09-18,1.149421565235689
2007-09-19,1.1527004991647267
2007-09-20,1.1996376681824539
2007-09-21,1.193767783448998
2007-09-25,1.1705495081596244
2007-09-26,1.1766060048690705
2007-09-27,1.1627533248406845
2007-09-28,1.1755231190585005
2007-10-01,1.1684066886580968
2007-10-02,1.1702520625653574
2007-10-03,1.1688615834556493
2007-10-04,1.165690342502764
2007-10-05,1.1715644549314808
2007-10-09,1.170681954348972
2007-10-10,1.1588426452633693
2007-10-11,1.156376314419318
2007-10-12,1.1613991278391942
2007-10-15,1.1583437068863076
2007-10-16,1.155635170485552
2007-10-17,1.1675669389962744
2007-10-18,1.1669640907647727
2007-10-19,1.1548084429321783
2007-10-22,1.167411121135847
2007-10-23,1.1922911659972955
2007-10-24,1.2015651960929146
2007-10-25,1.1958004680560497
2007-10-26,1.1905727642722257
2007-10-29,1.2008118027093737
2007-10-30,1.2086294808162061
2007-10-31,1.211293245136576
2007-11-01,1.2130945464018315
2007-11-02,1.2116465469915247
2007-11-05,1.229528813180217
2007-11-06,1.2332262581128501
2007-11-07,1.2279660399158445
2007-11-08,1.2070145510413655
2007-11-09,1.2048380430353154
2007-11-12,1.2031898583511018
2007-11-13,1.2185072311972367
2007-11-14,1.1959851258598337
2007-11-15,1.0918794672646068
2007-11-16,1.0753870353686352
2007-11-19,1.0753175917898266
2007-11-20,1.063182160693258
2007-11-21,1.0454232202796034
2007-11-22,1.0527789010026523
2007-11-26,1.0483268039279503
2007-11-27,1.0286129185005048
2007-11-28,1.0129480480048685
2007-11-29,1.0066179971356157
2007-11-30,0.9947266166162109
2007-12-03,1.0064493818694393
2007-12-04,1.0031319733323265
2007-12-05,1.008064730342176
2007-12-06,1.0023888247461086
2007-12-07,1.002076877432055
2007-12-10,0.9879517075140455
2007-12-11,0.9962174090216619
2007-12-12,0.9951738388811346
2007-12-13,0.9933177182534388
2007-12-14,0.9903652929770914
2007-12-17,0.9838255216014564
2007-12-18,0.9485377521371051
2007-12-19,0.947905657449331
2007-12-20,0.9390063559674987
2007-12-21,0.9408610993682857
2007-12-25,0.9380281882682291
2007-12-26,0.9479193879915103
2007-12-27,0.9417249308772393
2007-12-28,0.9394071814627316
2008-01-04,0.9512711735252666
2008-01-07,1.010663330967914
2008-01-08,1.0175488799772454
2008-01-09,1.0126689735911543
2008-01-10,1.0091339136495456
2008-01-11,1.0186310473037117
2008-01-15,0.9990999398886203
2008-01-16,0.9964319533777152
2008-01-17,1.0138923985601451
2008-01-18,1.0234177674833638
2008-01-21,1.0335010460247294
2008-01-22,1.0391119993432396
2008-01-23,1.1039568591263271
2008-01-24,1.1126693475756189
2008-01-25,1.1283551180624964
2008-01-28,1.1641584616352019
2008-01-29,1.197375720890915
2008-01-30,1.2094182859613494
2008-01-31,1.214294883817571
2008-02-01,1.2369400278468867
2008-02-04,1.2307003676912962
2008-02-05,1.234261524281049
2008-02-06,1.2223371891072874
2008-02-07,1.2483840315542405
2008-02-08,1.2422089471019062
2008-02-12,1.236532085267163
2008-02-13,1.2406717448878757
2008-02-14,1.2442091586424304
2008-02-15,1.267779943122718
2008-02-18,1.262767325020927
2008-02-19,1.2425767437602908
2008-02-20,1.2479231432893252
2008-02-21,1.2589549047572564
2008-02-22,1.2668135821288968
2008-02-25,1.272502404042607
2008-02-26,1.2850425191755421
2008-02-27,1.2874546372265434
2008-02-28,1.2870107742878683
2008-02-29,1.2914774078147575
2008-03-03,1.3233924422737353
2008-03-04,1.333267797042911
2008-03-05,1.324784655416013
2008-03-06,1.3235953843675508
2008-03-07,1.3273713366364663
2008-03-10,1.3561914392382493
2008-03-11,1.351062761545713
2008-03-12,1.3504465444728275
2008-03-13,1.3545194437157189
2008-03-14,1.371040486128477
2008-03-17,1.3782652930030015
2008-03-18,1.3998827582381355
2008-03-19,1.3855456345379866
2008-03-21,1.3999448889726547
2008-03-24,1.4165629619217341
2008-03-25,1.4466633139498393
2008-03-26,1.4482683356994943
2008-03-27,1.4446127486395655
2008-03-28,1.4180590156139155
2008-03-31,1.4206836784751162
2008-04-01,1.4309432880562662
2008-04-02,1.4292438538324086
2008-04-03,1.4474177036415814
2008-04-04,1.4502014075024692
2008-04-07,1.4452880847765228
2008-04-08,1.4307279316669208
2008-04-09,1.4333629505199434
2008-04-10,1.4357302596961357
2008-04-11,1.4304249347481048
2008-04-14,1.4102653542748809
2008-04-15,1.4282637758716012
2008-04-16,1.4278899365592452
2008-04-17,1.416910285106447
2008-04-18,1.3502097698983637
2008-04-21,1.3518289028617132
2008-04-22,1.360525163655389
2008-04-23,1.3471554094604297
2008-04-24,1.3137847991107539
2008-04-25,1.322789080518263
2008-04-28,1.3403115966266022
2008-04-30,1.3311649447076719
2008-05-01,1.3302200374197328
2008-05-02,1.329738241397386
2008-05-07,1.3297938654032673
2008-05-08,1.3013273830873542
2008-05-09,1.3052804089478265
2008-05-12,1.3031883607526
2008-05-13,1.3175835147047796
2008-05-14,1.305553057148881
2008-05-15,1.2669364830822145
2008-05-16,1.276422554534603
2008-05-19,1.2883444013304934
2008-05-20,1.2874219019106818
2008-05-21,1.272034845131786
2008-05-22,1.2643675330482167
2008-05-23,1.2606009865545964
2008-05-26,1.2451179568061177
2008-05-27,1.261983642755881
2008-05-28,1.2649736713736273
2008-05-29,1.2731630884748644
2008-05-30,1.2860897474570028
2008-06-02,1.2435385814894833
2008-06-03,1.2532934083720373
2008-06-04,1.2631233813587603
2008-06-05,1.2662709862616275
2008-06-06,1.2263518453371849
2008-06-09,1.2065314457559977
2008-06-10,1.2248655221208162
2008-06-11,1.2434054916643698
2008-06-12,1.1994047012253417
2008-06-13,1.1958369305102048
2008-06-16,1.1392763785407567
2008-06-17,1.1379942608192353
2008-06-18,1.117227339666791
2008-06-19,1.1151914865248902
2008-06-20,1.1468936623831543
2008-06-23,1.149117806727992
2008-06-24,1.171404865262376
2008-06-25,1.1571911811593587
2008-06-26,1.1612367433821076
2008-06-27,1.1513204860912158
2008-06-30,1.1604139468226706
2008-07-01,1.1228874323334357
2008-07-02,1.125862320634273
2008-07-03,1.1220460659665787
2008-07-04,1.0913090137833148
