Date,V,V_raw,Volume,Price,TED,BAA,VIX,Phi_TED,Phi_BAA,Phi_VIX
2005-03-24,0.08821603544444444,0.07491575111111111,67424176,90.3851,0.31,1.58,13.42,3.2258064516129035,0.6329113924050632,7.451564828614009
2005-03-28,0.08719124622222221,0.06760310888888889,60842798,90.5114,0.31,1.58,13.75,3.2258064516129035,0.6329113924050632,7.2727272727272725
2005-03-29,0.08745185761111111,0.10519643333333334,94676790,89.9035,0.31,1.6,14.49,3.2258064516129035,0.625,6.901311249137336
2005-03-30,0.08855539266666666,0.09058008111111111,81522073,91.1841,0.33,1.61,13.64,3.0303030303030303,0.6211180124223602,7.331378299120234
2005-03-31,0.08861411344444445,0.09367849444444444,84310645,91.0088,0.39,1.64,14.02,2.564102564102564,0.6097560975609756,7.132667617689016
2005-04-01,0.09115550705555556,0.14026291444444444,126236623,90.6001,0.38,1.65,14.09,2.6315789473684212,0.6060606060606061,7.097232079488999
2005-04-04,0.09226686927777779,0.10312712444444444,92814412,90.7544,0.37,1.65,14.11,2.7027027027027026,0.6060606060606061,7.087172218284905
2005-04-05,0.09271849127777777,0.07212278666666666,64910508,91.1938,0.38,1.66,13.68,2.6315789473684212,0.6024096385542169,7.309941520467836
2005-04-06,0.09334082466666667,0.07677523333333333,69097710,91.497,0.41,1.67,13.15,2.4390243902439024,0.5988023952095809,7.604562737642586
2005-04-07,0.09144130672222221,0.06801052444444444,61209472,92.0007,0.42,1.65,12.33,2.380952380952381,0.6060606060606061,8.110300081103
2005-04-08,0.09136868877777778,0.09259379777777778,83334418,91.0378,0.4,1.64,12.62,2.5,0.6097560975609756,7.9239302694136295
2005-04-11,0.09048483688888889,0.06604101444444445,59436913,91.1221,0.43,1.67,11.98,2.3255813953488373,0.5988023952095809,8.347245409015025
2005-04-12,0.09410182022222222,0.12467232333333333,112205091,91.5777,0.43,1.66,11.3,2.3255813953488373,0.6024096385542169,8.849557522123893
2005-04-13,0.09435898961111111,0.0951346011111111,85621141,90.5027,0.42,1.69,13.31,2.380952380952381,0.591715976331361,7.513148009015778
2005-04-14,0.09600907888888889,0.14349814555555557,129148331,89.3295,0.43,1.75,14.53,2.3255813953488373,0.5714285714285714,6.882312456985548
2005-04-15,0.10114493466666667,0.19307095333333332,173763858,88.0669,0.42,1.78,17.74,2.380952380952381,0.5617977528089888,5.636978579481399
2005-04-18,0.10391239116666666,0.14447094555555556,130023851,88.3424,0.29,1.75,16.56,3.4482758620689657,0.5714285714285714,6.038647342995169
2005-04-19,0.10441438805555556,0.09850736,88656624,89.0537,0.3,1.76,14.96,3.3333333333333335,0.5681818181818182,6.684491978609625
2005-04-20,0.10596289127777778,0.16538264111111112,148844377,87.7854,0.34,1.78,16.92,2.941176470588235,0.5617977528089888,5.910165484633569
2005-04-21,0.10708039555555555,0.12596367666666666,113367309,89.5083,0.34,1.73,14.41,2.941176470588235,0.5780346820809249,6.939625260235947
2005-04-22,0.10980359011111111,0.12937964222222223,116441678,89.1683,0.3,1.74,15.38,3.3333333333333335,0.5747126436781609,6.501950585175552
2005-04-25,0.1101940715,0.07541273666666666,67871463,89.7505,0.3,1.71,14.62,3.3333333333333335,0.5847953216374269,6.839945280437757
2005-04-26,0.1103609523888889,0.10853405111111111,97680646,88.8823,0.33,1.7,14.91,3.0303030303030303,0.5882352941176471,6.70690811535882
2005-04-27,0.11196589377777777,0.12267890888888888,110411018,89.2315,0.36,1.72,14.87,2.7777777777777777,0.5813953488372093,6.724949562878279
2005-04-28,0.112629818,0.10695697888888889,96261281,88.1119,0.39,1.75,16.86,2.564102564102564,0.5714285714285714,5.931198102016608
2005-04-29,0.1131258598888889,0.15018375222222222,135165377,89.312,0.37,1.76,15.31,2.7027027027027026,0.5681818181818182,6.531678641410842
2005-05-02,0.11200620966666666,0.08073412,72660708,89.803,0.37,1.77,15.12,2.7027027027027026,0.5649717514124294,6.613756613756614
2005-05-03,0.11465846388888887,0.1251678711111111,112651084,89.9666,0.37,1.77,14.53,2.7027027027027026,0.5649717514124294,6.882312456985548
2005-05-04,0.11675932488888889,0.11879245333333334,106913208,90.6635,0.41,1.83,13.85,2.4390243902439024,0.5464480874316939,7.220216606498195
2005-05-05,0.12036665905555557,0.14015720777777776,126141487,90.6289,0.48,1.84,13.98,2.0833333333333335,0.5434782608695652,7.15307582260372
2005-05-06,0.12074885255555554,0.10023766777777778,90213901,90.3381,0.43,1.82,14.05,2.3255813953488373,0.5494505494505494,7.117437722419928
2005-05-09,0.12061338755555558,0.06333171444444445,56998543,90.8904,0.39,1.78,13.75,2.564102564102564,0.5617977528089888,7.2727272727272725
2005-05-10,0.11978269738888889,0.10805852,97252668,89.9666,0.41,1.82,14.91,2.4390243902439024,0.5494505494505494,6.70690811535882
2005-05-11,0.12165349222222221,0.13255049777777778,119295448,90.4645,0.45,1.81,14.45,2.2222222222222223,0.5524861878453039,6.920415224913495
2005-05-12,0.121360514,0.1376385811111111,123874723,89.471,0.45,1.83,16.12,2.2222222222222223,0.5464480874316939,6.203473945409429
2005-05-13,0.11785935216666665,0.12304771666666667,110742945,89.2854,0.51,1.88,16.32,1.9607843137254901,0.5319148936170213,6.127450980392156
2005-05-16,0.11418940833333333,0.0710720688888889,63964862,90.1198,0.43,1.89,15.68,2.3255813953488373,0.5291005291005292,6.377551020408164
2005-05-17,0.11368644638888889,0.08844812111111111,79603309,90.7086,0.45,1.91,14.57,2.2222222222222223,0.5235602094240838,6.863417982155113
2005-05-18,0.11103765544444444,0.11240682222222222,101166140,91.6523,0.48,1.92,13.63,2.0833333333333335,0.5208333333333334,7.336757153338224
2005-05-19,0.10926505533333333,0.09051167444444444,81460507,92.0455,0.47,1.91,13.32,2.127659574468085,0.5235602094240838,7.5075075075075075
2005-05-20,0.10613893699999999,0.06685727555555555,60171548,91.9098,0.46,1.89,13.14,2.1739130434782608,0.5291005291005292,7.610350076103501
2005-05-23,0.1060617896111111,0.07386978888888888,66482810,92.4159,0.38,1.89,12.95,2.6315789473684212,0.5291005291005292,7.722007722007723
2005-05-24,0.10430735627777776,0.07344538444444444,66100846,92.2142,0.42,1.91,12.69,2.380952380952381,0.5235602094240838,7.880220646178094
2005-05-25,0.10166453477777777,0.06982247888888889,62840231,92.1394,0.42,1.91,12.58,2.380952380952381,0.5235602094240838,7.94912559618442
2005-05-26,0.0994531875,0.06273003333333334,56457030,92.616,0.44,1.91,12.24,2.272727272727273,0.5235602094240838,8.169934640522875
2005-05-27,0.09371834266666666,0.03548685555555556,31938170,92.7771,0.43,1.91,12.15,2.3255813953488373,0.5235602094240838,8.23045267489712
2005-05-31,0.09291695916666667,0.06470645,58235805,92.195,0.41,1.9,13.29,2.4390243902439024,0.5263157894736842,7.524454477050415
2005-06-01,0.09169068994444443,0.10064248666666667,90578238,92.9691,0.44,1.91,12.36,2.272727272727273,0.5235602094240838,8.090614886731393
2005-06-02,0.08866624394444445,0.05830353333333333,52473180,93.1749,0.44,1.89,11.84,2.272727272727273,0.5291005291005292,8.445945945945946
2005-06-03,0.08605461566666667,0.08792464222222222,79132178,92.6812,0.42,1.84,12.15,2.380952380952381,0.5434782608695652,8.23045267489712
2005-06-06,0.08365885405555555,0.05232243555555555,47090192,92.6083,0.41,1.82,12.28,2.4390243902439024,0.5494505494505494,8.143322475570033
2005-06-07,0.08529447733333333,0.09604418,86439762,92.6715,0.41,1.82,12.39,2.4390243902439024,0.5494505494505494,8.071025020177562
2005-06-08,0.0834935356111111,0.07203968555555555,64835717,92.5167,0.42,1.82,12.7,2.380952380952381,0.5494505494505494,7.874015748031496
2005-06-09,0.0809824275,0.08232833555555556,74095502,92.95,0.46,1.83,12.08,2.1739130434782608,0.5464480874316939,8.278145695364238
2005-06-10,0.07672903388888888,0.05257070888888889,47313638,92.7289,0.46,1.84,11.96,2.1739130434782608,0.5434782608695652,8.361204013377925
2005-06-13,0.07414118227777779,0.07129068444444445,64161616,93.0353,0.44,1.84,11.65,2.272727272727273,0.5434782608695652,8.583690987124463
2005-06-14,0.07303589761111111,0.04896637555555555,44069738,93.2497,0.46,1.87,11.79,2.1739130434782608,0.53475935828877,8.481764206955047
2005-06-15,0.07249401677777778,0.07761050444444445,69849454,93.4192,0.48,1.87,11.46,2.0833333333333335,0.53475935828877,8.726003490401396
2005-06-16,0.0702337846111111,0.0672021788888889,60481961,93.6622,0.52,1.86,11.15,1.923076923076923,0.5376344086021505,8.968609865470851
2005-06-17,0.06957901261111112,0.07741623444444444,69674611,93.6525,0.52,1.85,11.48,1.923076923076923,0.5405405405405405,8.710801393728223
2005-06-20,0.06927742972222221,0.06082561777777778,54743056,93.6622,0.48,1.85,11.47,2.0833333333333335,0.5405405405405405,8.718395815170009
2005-06-21,0.06846855066666667,0.057692207777777775,51922987,93.7309,0.49,1.85,11.08,2.0408163265306123,0.5405405405405405,9.025270758122744
2005-06-22,0.06815781627777777,0.06723069666666667,60507627,93.8056,0.49,1.89,11.05,2.0408163265306123,0.5291005291005292,9.049773755656108
2005-06-23,0.06919000044444444,0.09046616222222222,81419546,92.481,0.47,1.88,12.13,2.127659574468085,0.5319148936170213,8.244023083264633
2005-06-24,0.07031559816666667,0.08524198777777778,76717789,91.7987,0.46,1.89,12.18,2.1739130434782608,0.5291005291005292,8.210180623973727
