observation_date,V,TED,BAA,VIX,Phi_TED,Phi_BAA,Phi_VIX
2013-12-31,1.563,0.18,2.33,13.72,5.555555555555555,0.4291845493562232,7.288629737609329
2014-01-31,1.539,0.22,2.4,18.41,4.545454545454546,0.4166666666666667,5.431830526887561
2014-02-28,1.539,0.19,2.35,14.0,5.2631578947368425,0.425531914893617,7.142857142857143
2014-03-31,1.539,0.18,2.26,13.88,5.555555555555555,0.4424778761061947,7.204610951008645
2014-04-30,1.547,0.19,2.16,13.41,5.2631578947368425,0.4629629629629629,7.457121551081283
2014-05-31,1.547,0.19,2.22,11.4,5.2631578947368425,0.4504504504504504,8.771929824561402
2014-06-30,1.547,0.19,2.18,11.57,5.2631578947368425,0.4587155963302752,8.64304235090752
2014-07-31,1.553,0.21,2.17,16.95,4.761904761904762,0.4608294930875576,5.899705014749263
2014-08-31,1.553,0.2,2.23,11.98,5.0,0.4484304932735426,8.347245409015025
2014-09-30,1.553,0.22,2.29,16.31,4.545454545454546,0.4366812227074236,6.131207847946046
2014-10-31,1.54,0.22,2.39,14.03,4.545454545454546,0.41841004184100417,7.127583749109053
2014-11-30,1.54,0.21,2.52,13.33,4.761904761904762,0.3968253968253968,7.501875468867217
2014-12-31,1.54,0.22,2.51,19.2,4.545454545454546,0.39840637450199207,5.208333333333334
2015-01-31,1.522,0.23,2.61,20.97,4.3478260869565215,0.3831417624521073,4.768717215069147
2015-02-28,1.522,0.24,2.46,13.34,4.166666666666667,0.4065040650406504,7.496251874062969
2015-03-31,1.522,0.24,2.55,15.29,4.166666666666667,0.3921568627450981,6.540222367560498
2015-04-30,1.527,0.27,2.6,14.55,3.7037037037037033,0.3846153846153846,6.8728522336769755
2015-05-31,1.527,0.27,2.72,13.84,3.7037037037037033,0.3676470588235294,7.225433526011561
2015-06-30,1.527,0.27,2.83,18.23,3.7037037037037033,0.35335689045936397,5.4854635216675804
2015-07-31,1.521,0.23,2.94,12.12,4.3478260869565215,0.3401360544217687,8.250825082508252
2015-08-31,1.521,0.27,3.15,28.43,3.7037037037037033,0.31746031746031744,3.5174111853675694
2015-09-30,1.521,0.34,3.29,24.5,2.941176470588235,0.303951367781155,4.081632653061225
2015-10-31,1.5,0.25,3.19,15.07,4.0,0.31347962382445144,6.635700066357001
2015-11-30,1.5,0.2,3.2,16.13,5.0,0.3125,6.199628022318661
2015-12-31,1.5,0.45,3.23,18.21,2.2222222222222223,0.30959752321981426,5.491488193300384
2016-01-31,1.474,0.29,3.48,20.2,3.4482758620689657,0.28735632183908044,4.9504950495049505
2016-02-29,1.474,0.3,3.55,20.55,3.3333333333333335,0.28169014084507044,4.866180048661801
2016-03-31,1.474,0.42,3.12,13.95,2.380952380952381,0.3205128205128205,7.168458781362007
2016-04-30,1.465,0.42,2.86,15.7,2.380952380952381,0.3496503496503497,6.369426751592357
2016-05-31,1.465,0.35,2.84,14.19,2.857142857142857,0.35211267605633806,7.047216349541931
2016-06-30,1.465,0.39,2.92,15.63,2.564102564102564,0.3424657534246575,6.397952655150352
2016-07-31,1.457,0.49,2.71,11.87,2.0408163265306123,0.36900369003690037,8.424599831508004
2016-08-31,1.457,0.51,2.61,13.42,1.9607843137254901,0.3831417624521073,7.451564828614009
2016-09-30,1.457,0.57,2.69,13.29,1.7543859649122808,0.3717472118959108,7.524454477050415
2016-10-31,1.449,0.54,2.61,17.06,1.8518518518518516,0.3831417624521073,5.861664712778429
2016-11-30,1.449,0.45,2.45,13.33,2.2222222222222223,0.4081632653061224,7.501875468867217
2016-12-31,1.449,0.5,2.28,14.04,2.0,0.4385964912280702,7.122507122507123
2017-01-31,1.443,0.51,2.23,11.99,1.9607843137254901,0.4484304932735426,8.340283569641368
2017-02-28,1.443,0.53,2.19,12.92,1.8867924528301885,0.4566210045662101,7.739938080495356
2017-03-31,1.443,0.4,2.24,12.37,2.5,0.4464285714285714,8.084074373484237
2017-04-30,1.437,0.38,2.28,10.82,2.6315789473684212,0.4385964912280702,9.242144177449168
2017-05-31,1.437,0.25,2.23,10.41,4.0,0.4484304932735426,9.606147934678194
2017-06-30,1.437,0.29,2.09,11.18,3.4482758620689657,0.47846889952153115,8.94454382826476
2017-07-31,1.44,0.26,2.06,10.26,3.846153846153846,0.4854368932038835,9.746588693957115
2017-08-31,1.44,0.33,2.14,10.59,3.0303030303030303,0.4672897196261682,9.442870632672333
2017-09-30,1.44,0.29,2.0,9.51,3.4482758620689657,0.5,10.515247108307046
2017-10-31,1.45,0.25,1.91,10.18,4.0,0.5235602094240838,9.82318271119843
2017-11-30,1.45,0.24,1.88,11.28,4.166666666666667,0.5319148936170213,8.865248226950355
2017-12-31,1.45,0.32,1.77,11.04,3.125,0.5649717514124294,9.057971014492754
2018-01-31,1.46,0.34,1.56,13.54,2.941176470588235,0.641025641025641,7.385524372230429
2018-02-28,1.46,0.39,1.68,19.85,2.564102564102564,0.5952380952380952,5.037783375314861
2018-03-31,1.46,0.61,1.85,19.97,1.639344262295082,0.5405405405405405,5.007511266900351
2018-04-30,1.465,0.52,1.79,15.93,1.923076923076923,0.5586592178770949,6.277463904582548
2018-05-31,1.465,0.43,1.89,15.43,2.3255813953488373,0.5291005291005292,6.480881399870382
2018-06-30,1.465,0.45,1.99,16.09,2.2222222222222223,0.5025125628140703,6.215040397762586
2018-07-31,1.466,0.36,1.83,12.83,2.7777777777777777,0.5464480874316939,7.79423226812159
2018-08-31,1.466,0.25,1.92,12.86,4.0,0.5208333333333334,7.776049766718508
2018-09-30,1.466,0.25,1.84,12.12,4.0,0.5434782608695652,8.250825082508252
2018-10-31,1.463,0.27,2.03,21.23,3.7037037037037033,0.4926108374384237,4.710315591144607
2018-11-30,1.463,0.42,2.27,18.07,2.380952380952381,0.44052863436123346,5.534034311012729
2018-12-31,1.463,0.41,2.45,25.42,2.4390243902439024,0.4081632653061224,3.9339103068450036
2019-01-31,1.458,0.38,2.38,16.57,2.6315789473684212,0.42016806722689076,6.035003017501508
2019-02-28,1.458,0.22,2.22,14.78,4.545454545454546,0.4504504504504504,6.765899864682003
2019-03-31,1.458,0.25,2.26,13.71,4.0,0.4424778761061947,7.293946024799416
2019-04-30,1.46,0.2,2.14,13.12,5.0,0.4672897196261682,7.621951219512195
2019-05-31,1.46,0.2,2.37,18.71,5.0,0.42194092827004215,5.344735435595938
2019-06-30,1.46,0.24,2.31,15.08,4.166666666666667,0.4329004329004329,6.63129973474801
2019-07-31,1.454,0.23,2.13,16.12,4.3478260869565215,0.4694835680751174,6.203473945409429
2019-08-31,1.454,0.19,2.26,18.98,5.2631578947368425,0.4424778761061947,5.268703898840885
2019-09-30,1.454,0.25,2.2,16.24,4.0,0.45454545454545453,6.157635467980296
2019-10-31,1.437,0.39,2.18,13.22,2.564102564102564,0.4587155963302752,7.5642965204236
2019-11-30,1.437,0.35,2.08,12.62,2.857142857142857,0.4807692307692307,7.9239302694136295
2019-12-31,1.437,0.37,1.98,13.78,2.7027027027027026,0.5050505050505051,7.25689404934688
2020-01-31,1.392,0.23,2.13,18.84,4.3478260869565215,0.4694835680751174,5.307855626326964
2020-02-29,1.392,0.21,2.38,40.11,4.761904761904762,0.42016806722689076,2.4931438544003988
2020-03-31,1.392,1.34,3.93,53.54,0.7462686567164178,0.2544529262086514,1.8677624206200971
2020-04-30,1.13,0.47,3.23,34.15,2.127659574468085,0.30959752321981426,2.9282576866764276
2020-05-31,1.13,0.2,3.08,27.51,5.0,0.3246753246753247,3.635041802980734
2020-06-30,1.13,0.14,2.93,30.43,7.142857142857142,0.341296928327645,3.2862306933946765
2020-07-31,1.178,0.16,2.6,24.46,6.25,0.3846153846153846,4.088307440719542
2020-08-31,1.178,0.14,2.67,26.41,7.142857142857142,0.37453183520599254,3.7864445285876562
2020-09-30,1.178,0.13,2.75,26.37,7.692307692307692,0.36363636363636365,3.7921880925293894
2020-10-31,1.165,0.13,2.61,38.02,7.692307692307692,0.3831417624521073,2.6301946344029457
2020-11-30,1.165,0.15,2.29,20.57,6.666666666666667,0.4366812227074236,4.861448711716092
2020-12-31,1.165,0.15,2.18,22.75,6.666666666666667,0.4587155963302752,4.395604395604396
2021-01-31,1.158,0.14,2.17,33.09,7.142857142857142,0.4608294930875576,3.0220610456331216
2021-02-28,1.158,0.15,2.12,27.95,6.666666666666667,0.4716981132075471,3.5778175313059033
2021-03-31,1.158,0.16,2.03,19.4,6.25,0.4926108374384237,5.154639175257732
2021-04-30,1.151,0.17,1.96,18.61,5.88235294117647,0.5102040816326531,5.373455131649651
2021-05-31,1.151,0.12,1.99,16.76,8.333333333333334,0.5025125628140703,5.966587112171837
2021-06-30,1.151,0.1,1.87,15.83,10.0,0.53475935828877,6.317119393556538
2021-07-31,1.153,0.06,1.95,18.24,16.666666666666668,0.5128205128205129,5.482456140350878
2021-08-31,1.153,0.08,1.94,16.48,12.5,0.5154639175257733,6.067961165048543
2021-09-30,1.153,0.09,1.85,23.14,11.11111111111111,0.5405405405405405,4.32152117545376
2021-10-31,1.164,0.08,1.69,16.26,12.5,0.591715976331361,6.1500615006150054
2021-11-30,1.164,0.12,1.81,27.19,8.333333333333334,0.5524861878453039,3.6778227289444647
2021-12-31,1.164,0.15,1.85,17.22,6.666666666666667,0.5405405405405405,5.807200929152149
2022-01-31,1.166,0.09,1.93,24.83,11.11111111111111,0.5181347150259068,4.0273862263391065
2022-02-28,1.166,0.09,2.34,30.15,11.11111111111111,0.4273504273504274,3.316749585406302
2022-03-31,1.166,0.09,1.93,20.56,11.11111111111111,0.5181347150259068,4.863813229571985
2022-04-30,1.192,0.09,2.05,33.4,11.11111111111111,0.48780487804878053,2.9940119760479043
2022-05-31,1.192,0.09,2.18,26.19,11.11111111111111,0.4587155963302752,3.818251240931653
2022-06-30,1.192,0.09,2.31,28.71,11.11111111111111,0.4329004329004329,3.4831069313827934
2022-07-31,1.22,0.09,2.36,21.33,11.11111111111111,0.42372881355932207,4.688232536333802
2022-08-31,1.22,0.09,2.18,25.87,11.11111111111111,0.4587155963302752,3.8654812524159254
2022-09-30,1.22,0.09,2.24,31.62,11.11111111111111,0.4464285714285714,3.1625553447185326
2022-10-31,1.255,0.09,2.28,25.88,11.11111111111111,0.4385964912280702,3.8639876352395675
2022-11-30,1.255,0.09,2.15,20.58,11.11111111111111,0.46511627906976744,4.8590864917395535
2022-12-31,1.255,0.09,1.99,21.67,11.11111111111111,0.5025125628140703,4.614674665436087
2023-01-31,1.291,0.09,1.9,19.4,11.11111111111111,0.5263157894736842,5.154639175257732
2023-02-28,1.291,0.09,1.9,20.7,11.11111111111111,0.5263157894736842,4.830917874396135
2023-03-31,1.291,0.09,2.11,18.7,11.11111111111111,0.47393364928909953,5.347593582887701
2023-04-30,1.325,0.09,2.08,15.78,11.11111111111111,0.4807692307692307,6.337135614702155
2023-05-31,1.325,0.09,2.16,17.94,11.11111111111111,0.4629629629629629,5.574136008918617
2023-06-30,1.325,0.09,1.88,13.59,11.11111111111111,0.5319148936170213,7.358351729212656
2023-07-31,1.353,0.09,1.77,13.63,11.11111111111111,0.5649717514124294,7.336757153338224
2023-08-31,1.353,0.09,1.83,13.57,11.11111111111111,0.5464480874316939,7.369196757553427
2023-09-30,1.353,0.09,1.78,17.52,11.11111111111111,0.5617977528089888,5.707762557077626
2023-10-31,1.374,0.09,1.85,18.14,11.11111111111111,0.5405405405405405,5.512679162072767
2023-11-30,1.374,0.09,1.67,12.92,11.11111111111111,0.5988023952095809,7.739938080495356
2023-12-31,1.374,0.09,1.61,12.45,11.11111111111111,0.6211180124223602,8.032128514056225
2024-01-31,1.377,0.09,1.61,14.35,11.11111111111111,0.6211180124223602,6.968641114982579
2024-02-29,1.377,0.09,1.55,13.4,11.11111111111111,0.6451612903225806,7.462686567164179
2024-03-31,1.377,0.09,1.5,13.01,11.11111111111111,0.6666666666666666,7.686395080707149
2024-04-30,1.389,0.09,1.44,15.65,11.11111111111111,0.6944444444444444,6.3897763578274756
2024-05-31,1.389,0.09,1.46,12.92,11.11111111111111,0.684931506849315,7.739938080495356
2024-06-30,1.389,0.09,1.55,12.44,11.11111111111111,0.6451612903225806,8.038585209003216
2024-07-31,1.394,0.09,1.68,16.36,11.11111111111111,0.5952380952380952,6.112469437652812
2024-08-31,1.394,0.09,1.69,15.0,11.11111111111111,0.591715976331361,6.666666666666667
2024-09-30,1.394,0.09,1.63,16.73,11.11111111111111,0.6134969325153374,5.977286312014345
2024-10-31,1.395,0.09,1.46,23.16,11.11111111111111,0.684931506849315,4.317789291882556
2024-11-30,1.395,0.09,1.44,13.51,11.11111111111111,0.6944444444444444,7.401924500370097
2024-12-31,1.395,0.09,1.42,17.35,11.11111111111111,0.7042253521126761,5.763688760806916
